graph_id,node_id,label,train_mask,val_mask,test_mask,feat_feature_00,feat_feature_01,feat_feature_02,feat_feature_03,feat_feature_04,X,Y,Z
0,150,0,True,False,False,1.0,0.0,0.0,0.0,0.0,47.5,12.5,4.5
0,151,0,True,False,False,1.0,0.0,0.0,0.0,0.0,17.5,27.5,1.5
0,152,0,True,False,False,0.0,1.0,0.0,0.0,0.0,40.5,7.5,9.0
0,153,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.5,22.5,1.5
0,154,0,True,False,False,0.0,0.0,0.0,1.0,0.0,17.5,24.0,15.0
0,155,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.5,27.5,1.5
0,156,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.5,17.5,1.5
0,157,0,True,False,False,1.0,0.0,0.0,0.0,0.0,22.5,17.5,1.5
0,158,0,True,False,False,0.0,1.0,0.0,0.0,0.0,37.5,17.5,9.0
0,159,0,True,False,False,1.0,0.0,0.0,0.0,0.0,47.5,7.5,1.5
0,160,0,True,False,False,1.0,0.0,0.0,0.0,0.0,7.5,27.5,1.5
0,161,0,True,False,False,1.0,0.0,0.0,0.0,0.0,27.5,17.5,1.5
0,162,0,True,False,False,1.0,0.0,0.0,0.0,0.0,32.5,12.5,4.5
0,163,0,True,False,False,0.0,0.0,0.0,1.0,0.0,39.0,12.5,15.0
0,164,0,True,False,False,1.0,0.0,0.0,0.0,0.0,42.5,2.5,1.5
0,165,0,True,False,False,1.0,0.0,0.0,0.0,0.0,22.5,27.5,1.5
0,166,0,True,False,False,1.0,0.0,0.0,0.0,0.0,12.5,12.5,1.5
0,167,0,True,False,False,0.0,0.0,0.0,1.0,0.0,27.5,29.0,21.0
0,168,0,True,False,False,1.0,0.0,0.0,0.0,0.0,27.5,17.5,4.5
0,169,0,True,False,False,0.0,0.0,0.0,1.0,0.0,16.0,27.5,21.0
0,170,0,True,False,False,1.0,0.0,0.0,0.0,0.0,7.5,2.5,1.5
0,171,0,True,False,False,1.0,0.0,0.0,0.0,0.0,37.5,12.5,4.5
